Date Day Date2 T.Max Smx T.Min Smn Rain Srn Evap Sev Radn Ssl VP Svp RHmaxT RHminT FAO56
20090722 3491.0 22-07-2009 NULL NULL NULL NULL 0.0 NULL 6.8 NULL NULL NULL NULL NULL NULL NULL NULL
20090723 3492.0 23-07-2009 NULL NULL NULL NULL 1.0 NULL 8.0 NULL NULL NULL NULL NULL NULL NULL NULL
20090724 3493.0 24-07-2009 NULL NULL NULL NULL 0.0 NULL 4.0 NULL NULL NULL NULL NULL NULL NULL NULL
20090725 3494.0 25-07-2009 NULL NULL NULL NULL 0.0 NULL 4.6 NULL NULL NULL NULL NULL NULL NULL NULL
20090726 3495.0 26-07-2009 NULL NULL NULL NULL 0.0 NULL 6.9 NULL NULL NULL NULL NULL NULL NULL NULL
20090727 3496.0 27-07-2009 NULL NULL NULL NULL 0.0 NULL 5.7 NULL NULL NULL NULL NULL NULL NULL NULL
20090728 3497.0 28-07-2009 NULL NULL NULL NULL 0.0 NULL 3.5 NULL NULL NULL NULL NULL NULL NULL NULL
20090729 3498.0 29-07-2009 NULL NULL NULL NULL 0.0 NULL 3.2 NULL NULL NULL NULL NULL NULL NULL NULL
20090730 3499.0 30-07-2009 NULL NULL NULL NULL 0.0 NULL 6.6 NULL NULL NULL NULL NULL NULL NULL NULL
20090731 3500.0 31-07-2009 NULL NULL NULL NULL 0.0 NULL 6.2 NULL NULL NULL NULL NULL NULL NULL NULL
20090801 3501.0 01-08-2009 NULL NULL NULL NULL 0.0 NULL 7.15 NULL NULL NULL NULL NULL NULL NULL NULL
20090802 3502.0 02-08-2009 NULL NULL NULL NULL 0.0 NULL 8.1 NULL NULL NULL NULL NULL NULL NULL NULL
20090803 3503.0 03-08-2009 NULL NULL NULL NULL 0.0 NULL 9.3 NULL NULL NULL NULL NULL NULL NULL NULL
20090804 3504.0 04-08-2009 NULL NULL NULL NULL 0.0 NULL 9.425 NULL NULL NULL NULL NULL NULL NULL NULL
20090805 3505.0 05-08-2009 NULL NULL NULL NULL 0.0 NULL 9.55 NULL NULL NULL NULL NULL NULL NULL NULL
20090806 3506.0 06-08-2009 NULL NULL NULL NULL 0.0 NULL 9.675 NULL NULL NULL NULL NULL NULL NULL NULL
20090807 3507.0 07-08-2009 NULL NULL NULL NULL 0.0 NULL 9.8 NULL NULL NULL NULL NULL NULL NULL NULL
20090808 3508.0 08-08-2009 NULL NULL NULL NULL 0.0 NULL 8.8 NULL NULL NULL NULL NULL NULL NULL NULL
20090809 3509.0 09-08-2009 NULL NULL NULL NULL 0.0 NULL 7.8 NULL NULL NULL NULL NULL NULL NULL NULL
20090810 3510.0 10-08-2009 NULL NULL NULL NULL 0.0 NULL 8.6 NULL NULL NULL NULL NULL NULL NULL NULL
20090811 3511.0 11-08-2009 NULL NULL NULL NULL 0.0 NULL 8.218181818181819 NULL NULL NULL NULL NULL NULL NULL NULL
20090812 3512.0 12-08-2009 NULL NULL NULL NULL 0.0 NULL 7.836363636363636 NULL NULL NULL NULL NULL NULL NULL NULL
20090813 3513.0 13-08-2009 NULL NULL NULL NULL 0.0 NULL 7.454545454545454 NULL NULL NULL NULL NULL NULL NULL NULL
20090814 3514.0 14-08-2009 NULL NULL NULL NULL 0.0 NULL 7.072727272727272 NULL NULL NULL NULL NULL NULL NULL NULL
20090815 3515.0 15-08-2009 NULL NULL NULL NULL 0.0 NULL 6.6909090909090905 NULL NULL NULL NULL NULL NULL NULL NULL
20090816 3516.0 16-08-2009 NULL NULL NULL NULL 0.0 NULL 6.309090909090909 NULL NULL NULL NULL NULL NULL NULL NULL
20090817 3517.0 17-08-2009 NULL NULL NULL NULL 0.0 NULL 5.927272727272727 NULL NULL NULL NULL NULL NULL NULL NULL
20090818 3518.0 18-08-2009 NULL NULL NULL NULL 0.0 NULL 5.545454545454545 NULL NULL NULL NULL NULL NULL NULL NULL
20090819 3519.0 19-08-2009 NULL NULL NULL NULL 0.0 NULL 5.163636363636363 NULL NULL NULL NULL NULL NULL NULL NULL
20090820 3520.0 20-08-2009 NULL NULL NULL NULL 0.0 NULL 4.781818181818181 NULL NULL NULL NULL NULL NULL NULL NULL
20090821 3521.0 21-08-2009 NULL NULL NULL NULL 0.0 NULL 4.3999999999999995 NULL NULL NULL NULL NULL NULL NULL NULL
20090822 3522.0 22-08-2009 NULL NULL NULL NULL 0.0 NULL 4.018181818181818 NULL NULL NULL NULL NULL NULL NULL NULL
20090823 3523.0 23-08-2009 NULL NULL NULL NULL 0.0 NULL 3.636363636363636 NULL NULL NULL NULL NULL NULL NULL NULL
20090824 3524.0 24-08-2009 NULL NULL NULL NULL 0.0 NULL 3.254545454545454 NULL NULL NULL NULL NULL NULL NULL NULL
20090825 3525.0 25-08-2009 NULL NULL NULL NULL 0.0 NULL 2.872727272727272 NULL NULL NULL NULL NULL NULL NULL NULL
20090826 3526.0 26-08-2009 NULL NULL NULL NULL 0.0 NULL 2.4909090909090903 NULL NULL NULL NULL NULL NULL NULL NULL
20090827 3527.0 27-08-2009 NULL NULL NULL NULL 0.0 NULL 2.1090909090909085 NULL NULL NULL NULL NULL NULL NULL NULL
20090828 3528.0 28-08-2009 NULL NULL NULL NULL 0.0 NULL 1.7272727272727266 NULL NULL NULL NULL NULL NULL NULL NULL
20090829 3529.0 29-08-2009 NULL NULL NULL NULL 0.0 NULL 1.3454545454545448 NULL NULL NULL NULL NULL NULL NULL NULL
20090830 3530.0 30-08-2009 NULL NULL NULL NULL 0.0 NULL 0.963636363636363 NULL NULL NULL NULL NULL NULL NULL NULL
20090831 3531.0 31-08-2009 NULL NULL NULL NULL 0.0 NULL 0.5818181818181802 NULL NULL NULL NULL NULL NULL NULL NULL
20090901 3532.0 01-09-2009 NULL NULL NULL NULL 0.0 NULL 0.2 NULL NULL NULL NULL NULL NULL NULL NULL
20090902 3533.0 02-09-2009 NULL NULL NULL NULL 0.0 NULL 0.4 NULL NULL NULL NULL NULL NULL NULL NULL
20090903 3534.0 03-09-2009 NULL NULL NULL NULL 0.0 NULL 0.2 NULL NULL NULL NULL NULL NULL NULL NULL
20090904 3535.0 04-09-2009 NULL NULL NULL NULL 0.0 NULL 0.2 NULL NULL NULL NULL NULL NULL NULL NULL
20090905 3536.0 05-09-2009 NULL NULL NULL NULL 0.0 NULL 0.3 NULL NULL NULL NULL NULL NULL NULL NULL
20090906 3537.0 06-09-2009 NULL NULL NULL NULL 0.0 NULL 0.3 NULL NULL NULL NULL NULL NULL NULL NULL
20090907 3538.0 07-09-2009 NULL NULL NULL NULL 0.0 NULL 0.2 NULL NULL NULL NULL NULL NULL NULL NULL
20090908 3539.0 08-09-2009 NULL NULL NULL NULL 0.0 NULL 0.2 NULL NULL NULL NULL NULL NULL NULL NULL
20090909 3540.0 09-09-2009 NULL NULL NULL NULL 0.0 NULL 0.3 NULL NULL NULL NULL NULL NULL NULL NULL
20090910 3541.0 10-09-2009 NULL NULL NULL NULL 0.0 NULL 0.3 NULL NULL NULL NULL NULL NULL NULL NULL
20090911 3542.0 11-09-2009 NULL NULL NULL NULL 0.0 NULL 0.29859154929577464 NULL NULL NULL NULL NULL NULL NULL NULL
20090912 3543.0 12-09-2009 NULL NULL NULL NULL 0.0 NULL 0.2971830985915493 NULL NULL NULL NULL NULL NULL NULL NULL
20090913 3544.0 13-09-2009 NULL NULL NULL NULL 0.0 NULL 0.29577464788732394 NULL NULL NULL NULL NULL NULL NULL NULL
20090914 3545.0 14-09-2009 NULL NULL NULL NULL 0.4 NULL 0.2943661971830986 NULL NULL NULL NULL NULL NULL NULL NULL
20090915 3546.0 15-09-2009 NULL NULL NULL NULL 0.0 NULL 0.29295774647887324 NULL NULL NULL NULL NULL NULL NULL NULL
20090916 3547.0 16-09-2009 NULL NULL NULL NULL 0.0 NULL 0.2915492957746479 NULL NULL NULL NULL NULL NULL NULL NULL
20090917 3548.0 17-09-2009 NULL NULL NULL NULL 0.0 NULL 0.29014084507042254 NULL NULL NULL NULL NULL NULL NULL NULL
20090918 3549.0 18-09-2009 NULL NULL NULL NULL 0.0 NULL 0.2887323943661972 NULL NULL NULL NULL NULL NULL NULL NULL
20090919 3550.0 19-09-2009 NULL NULL NULL NULL 0.0 NULL 0.28732394366197184 NULL NULL NULL NULL NULL NULL NULL NULL
20090920 3551.0 20-09-2009 NULL NULL NULL NULL 0.0 NULL 0.2859154929577465 NULL NULL NULL NULL NULL NULL NULL NULL
20090921 3552.0 21-09-2009 NULL NULL NULL NULL 0.0 NULL 0.28450704225352114 NULL NULL NULL NULL NULL NULL NULL NULL
20090922 3553.0 22-09-2009 NULL NULL NULL NULL 0.0 NULL 0.2830985915492958 NULL NULL NULL NULL NULL NULL NULL NULL
20090923 3554.0 23-09-2009 NULL NULL NULL NULL 0.0 NULL 0.28169014084507044 NULL NULL NULL NULL NULL NULL NULL NULL
20090924 3555.0 24-09-2009 NULL NULL NULL NULL 0.0 NULL 0.2802816901408451 NULL NULL NULL NULL NULL NULL NULL NULL
20090925 3556.0 25-09-2009 NULL NULL NULL NULL 0.0 NULL 0.27887323943661974 NULL NULL NULL NULL NULL NULL NULL NULL
20090926 3557.0 26-09-2009 NULL NULL NULL NULL 1.2 NULL 0.2774647887323944 NULL NULL NULL NULL NULL NULL NULL NULL
20090927 3558.0 27-09-2009 NULL NULL NULL NULL 0.0 NULL 0.27605633802816903 NULL NULL NULL NULL NULL NULL NULL NULL
20090928 3559.0 28-09-2009 NULL NULL NULL NULL 0.0 NULL 0.27464788732394363 NULL NULL NULL NULL NULL NULL NULL NULL
20090929 3560.0 29-09-2009 NULL NULL NULL NULL 0.0 NULL 0.2732394366197183 NULL NULL NULL NULL NULL NULL NULL NULL
20090930 3561.0 30-09-2009 NULL NULL NULL NULL 0.0 NULL 0.27183098591549293 NULL NULL NULL NULL NULL NULL NULL NULL
20091001 3562.0 01-10-2009 NULL NULL NULL NULL 0.0 NULL 0.2704225352112676 NULL NULL NULL NULL NULL NULL NULL NULL
20091002 3563.0 02-10-2009 NULL NULL NULL NULL 0.0 NULL 0.26901408450704223 NULL NULL NULL NULL NULL NULL NULL NULL
20091003 3564.0 03-10-2009 NULL NULL NULL NULL 0.0 NULL 0.2676056338028169 NULL NULL NULL NULL NULL NULL NULL NULL
20091004 3565.0 04-10-2009 NULL NULL NULL NULL 0.0 NULL 0.2661971830985915 NULL NULL NULL NULL NULL NULL NULL NULL
20091005 3566.0 05-10-2009 NULL NULL NULL NULL 0.0 NULL 0.2647887323943662 NULL NULL NULL NULL NULL NULL NULL NULL
20091006 3567.0 06-10-2009 NULL NULL NULL NULL 2.0 NULL 0.2633802816901408 NULL NULL NULL NULL NULL NULL NULL NULL
20091007 3568.0 07-10-2009 NULL NULL NULL NULL 1.4 NULL 0.2619718309859155 NULL NULL NULL NULL NULL NULL NULL NULL
20091008 3569.0 08-10-2009 NULL NULL NULL NULL 0.2 NULL 0.2605633802816901 NULL NULL NULL NULL NULL NULL NULL NULL
20091009 3570.0 09-10-2009 NULL NULL NULL NULL 0.0 NULL 0.2591549295774648 NULL NULL NULL NULL NULL NULL NULL NULL
20091010 3571.0 10-10-2009 NULL NULL NULL NULL 0.0 NULL 0.2577464788732394 NULL NULL NULL NULL NULL NULL NULL NULL
20091011 3572.0 11-10-2009 NULL NULL NULL NULL 0.0 NULL 0.2563380281690141 NULL NULL NULL NULL NULL NULL NULL NULL
20091012 3573.0 12-10-2009 NULL NULL NULL NULL 0.0 NULL 0.2549295774647887 NULL NULL NULL NULL NULL NULL NULL NULL
20091013 3574.0 13-10-2009 NULL NULL NULL NULL 0.0 NULL 0.2535211267605634 NULL NULL NULL NULL NULL NULL NULL NULL
20091014 3575.0 14-10-2009 NULL NULL NULL NULL 0.0 NULL 0.252112676056338 NULL NULL NULL NULL NULL NULL NULL NULL
20091015 3576.0 15-10-2009 NULL NULL NULL NULL 0.0 NULL 0.2507042253521127 NULL NULL NULL NULL NULL NULL NULL NULL
20091016 3577.0 16-10-2009 NULL NULL NULL NULL 0.0 NULL 0.24929577464788732 NULL NULL NULL NULL NULL NULL NULL NULL
20091017 3578.0 17-10-2009 NULL NULL NULL NULL 0.2 NULL 0.24788732394366197 NULL NULL NULL NULL NULL NULL NULL NULL
20091018 3579.0 18-10-2009 NULL NULL NULL NULL 0.0 NULL 0.24647887323943662 NULL NULL NULL NULL NULL NULL NULL NULL
20091019 3580.0 19-10-2009 NULL NULL NULL NULL 0.0 NULL 0.24507042253521127 NULL NULL NULL NULL NULL NULL NULL NULL
20091020 3581.0 20-10-2009 NULL NULL NULL NULL 12.6 NULL 0.24366197183098592 NULL NULL NULL NULL NULL NULL NULL NULL
20091021 3582.0 21-10-2009 NULL NULL NULL NULL 2.4 NULL 0.24225352112676057 NULL NULL NULL NULL NULL NULL NULL NULL
20091022 3583.0 22-10-2009 NULL NULL NULL NULL 1.0 NULL 0.24084507042253522 NULL NULL NULL NULL NULL NULL NULL NULL
20091023 3584.0 23-10-2009 NULL NULL NULL NULL 0.0 NULL 0.23943661971830987 NULL NULL NULL NULL NULL NULL NULL NULL
20091024 3585.0 24-10-2009 NULL NULL NULL NULL 0.2 NULL 0.23802816901408452 NULL NULL NULL NULL NULL NULL NULL NULL
20091025 3586.0 25-10-2009 NULL NULL NULL NULL 0.2 NULL 0.23661971830985917 NULL NULL NULL NULL NULL NULL NULL NULL
20091026 3587.0 26-10-2009 NULL NULL NULL NULL 0.2 NULL 0.23521126760563382 NULL NULL NULL NULL NULL NULL NULL NULL
20091027 3588.0 27-10-2009 NULL NULL NULL NULL 0.0 NULL 0.23380281690140847 NULL NULL NULL NULL NULL NULL NULL NULL
20091028 3589.0 28-10-2009 NULL NULL NULL NULL 0.0 NULL 0.23239436619718312 NULL NULL NULL NULL NULL NULL NULL NULL
20091029 3590.0 29-10-2009 NULL NULL NULL NULL 0.2 NULL 0.23098591549295777 NULL NULL NULL NULL NULL NULL NULL NULL
20091030 3591.0 30-10-2009 NULL NULL NULL NULL 0.2 NULL 0.22957746478873242 NULL NULL NULL NULL NULL NULL NULL NULL
20091031 3592.0 31-10-2009 NULL NULL NULL NULL 0.0 NULL 0.22816901408450704 NULL NULL NULL NULL NULL NULL NULL NULL
20091101 3593.0 01-11-2009 NULL NULL NULL NULL 0.0 NULL 0.2267605633802817 NULL NULL NULL NULL NULL NULL NULL NULL
20091102 3594.0 02-11-2009 NULL NULL NULL NULL 0.2 NULL 0.22535211267605634 NULL NULL NULL NULL NULL NULL NULL NULL
20091103 3595.0 03-11-2009 NULL NULL NULL NULL 0.0 NULL 0.223943661971831 NULL NULL NULL NULL NULL NULL NULL NULL
20091104 3596.0 04-11-2009 NULL NULL NULL NULL 0.0 NULL 0.22253521126760564 NULL NULL NULL NULL NULL NULL NULL NULL
20091105 3597.0 05-11-2009 NULL NULL NULL NULL 0.0 NULL 0.2211267605633803 NULL NULL NULL NULL NULL NULL NULL NULL
20091106 3598.0 06-11-2009 NULL NULL NULL NULL 0.0 NULL 0.21971830985915494 NULL NULL NULL NULL NULL NULL NULL NULL
20091107 3599.0 07-11-2009 NULL NULL NULL NULL 0.0 NULL 0.2183098591549296 NULL NULL NULL NULL NULL NULL NULL NULL
20091108 3600.0 08-11-2009 NULL NULL NULL NULL 0.0 NULL 0.21690140845070424 NULL NULL NULL NULL NULL NULL NULL NULL
20091109 3601.0 09-11-2009 NULL NULL NULL NULL 0.0 NULL 0.21549295774647886 NULL NULL NULL NULL NULL NULL NULL NULL
20091110 3602.0 10-11-2009 NULL NULL NULL NULL 0.0 NULL 0.2140845070422535 NULL NULL NULL NULL NULL NULL NULL NULL
20091111 3603.0 11-11-2009 NULL NULL NULL NULL 0.0 NULL 0.21267605633802816 NULL NULL NULL NULL NULL NULL NULL NULL
20091112 3604.0 12-11-2009 NULL NULL NULL NULL 0.0 NULL 0.2112676056338028 NULL NULL NULL NULL NULL NULL NULL NULL
20091113 3605.0 13-11-2009 NULL NULL NULL NULL 0.0 NULL 0.20985915492957746 NULL NULL NULL NULL NULL NULL NULL NULL
20091114 3606.0 14-11-2009 NULL NULL NULL NULL 0.0 NULL 0.2084507042253521 NULL NULL NULL NULL NULL NULL NULL NULL
20091115 3607.0 15-11-2009 NULL NULL NULL NULL 0.2 NULL 0.20704225352112676 NULL NULL NULL NULL NULL NULL NULL NULL
20091116 3608.0 16-11-2009 NULL NULL NULL NULL 0.0 NULL 0.2056338028169014 NULL NULL NULL NULL NULL NULL NULL NULL
20091117 3609.0 17-11-2009 NULL NULL NULL NULL 0.2 NULL 0.20422535211267606 NULL NULL NULL NULL NULL NULL NULL NULL
20091118 3610.0 18-11-2009 NULL NULL NULL NULL 0.0 NULL 0.2028169014084507 NULL NULL NULL NULL NULL NULL NULL NULL
20091119 3611.0 19-11-2009 NULL NULL NULL NULL 0.0 NULL 0.20140845070422536 NULL NULL NULL NULL NULL NULL NULL NULL
20091120 3612.0 20-11-2009 NULL NULL NULL NULL 0.2 NULL 0.2 NULL NULL NULL NULL NULL NULL NULL NULL
20091121 3613.0 21-11-2009 NULL NULL NULL NULL 3.4 NULL 0.7 NULL NULL NULL NULL NULL NULL NULL NULL
20091122 3614.0 22-11-2009 NULL NULL NULL NULL 0.0 NULL 0.3 NULL NULL NULL NULL NULL NULL NULL NULL
20091123 3615.0 23-11-2009 NULL NULL NULL NULL 0.0 NULL 0.3 NULL NULL NULL NULL NULL NULL NULL NULL
20091124 3616.0 24-11-2009 NULL NULL NULL NULL 0.0 NULL 0.3 NULL NULL NULL NULL NULL NULL NULL NULL
20091125 3617.0 25-11-2009 NULL NULL NULL NULL 1.8 NULL 0.5 NULL NULL NULL NULL NULL NULL NULL NULL
20091126 3618.0 26-11-2009 NULL NULL NULL NULL 8.4 NULL 0.35 NULL NULL NULL NULL NULL NULL NULL NULL
20091127 3619.0 27-11-2009 NULL NULL NULL NULL 0.0 NULL 0.2 NULL NULL NULL NULL NULL NULL NULL NULL
20091128 3620.0 28-11-2009 NULL NULL NULL NULL 0.2 NULL 0.5 NULL NULL NULL NULL NULL NULL NULL NULL
20091129 3621.0 29-11-2009 NULL NULL NULL NULL 1.2 NULL 0.9 NULL NULL NULL NULL NULL NULL NULL NULL
20091130 3622.0 30-11-2009 NULL NULL NULL NULL 0.2 NULL 0.3 NULL NULL NULL NULL NULL NULL NULL NULL
20091201 3623.0 01-12-2009 NULL NULL NULL NULL 0.0 NULL 0.3 NULL NULL NULL NULL NULL NULL NULL NULL
20091202 3624.0 02-12-2009 NULL NULL NULL NULL 0.2 NULL 0.4 NULL NULL NULL NULL NULL NULL NULL NULL
20091203 3625.0 03-12-2009 NULL NULL NULL NULL 0.2 NULL 0.6 NULL NULL NULL NULL NULL NULL NULL NULL
20091204 3626.0 04-12-2009 NULL NULL NULL NULL 0.0 NULL 0.6 NULL NULL NULL NULL NULL NULL NULL NULL
20091205 3627.0 05-12-2009 NULL NULL NULL NULL 0.2 NULL 0.6 NULL NULL NULL NULL NULL NULL NULL NULL
20091206 3628.0 06-12-2009 NULL NULL NULL NULL 0.0 NULL 0.3 NULL NULL NULL NULL NULL NULL NULL NULL
20091207 3629.0 07-12-2009 NULL NULL NULL NULL 1.0 NULL 0.6 NULL NULL NULL NULL NULL NULL NULL NULL
20091208 3630.0 08-12-2009 NULL NULL NULL NULL 0.2 NULL 0.6 NULL NULL NULL NULL NULL NULL NULL NULL
20091209 3631.0 09-12-2009 NULL NULL NULL NULL 0.0 NULL 0.5964912280701754 NULL NULL NULL NULL NULL NULL NULL NULL
20091210 3632.0 10-12-2009 NULL NULL NULL NULL 0.2 NULL 0.5929824561403508 NULL NULL NULL NULL NULL NULL NULL NULL
20091211 3633.0 11-12-2009 NULL NULL NULL NULL 0.2 NULL 0.5894736842105263 NULL NULL NULL NULL NULL NULL NULL NULL
20091212 3634.0 12-12-2009 NULL NULL NULL NULL 0.2 NULL 0.5859649122807017 NULL NULL NULL NULL NULL NULL NULL NULL
20091213 3635.0 13-12-2009 NULL NULL NULL NULL 0.0 NULL 0.5824561403508772 NULL NULL NULL NULL NULL NULL NULL NULL
20091214 3636.0 14-12-2009 NULL NULL NULL NULL 0.0 NULL 0.5789473684210527 NULL NULL NULL NULL NULL NULL NULL NULL
20091215 3637.0 15-12-2009 NULL NULL NULL NULL 0.6 NULL 0.5754385964912281 NULL NULL NULL NULL NULL NULL NULL NULL
20091216 3638.0 16-12-2009 NULL NULL NULL NULL 19.4 NULL 0.5719298245614035 NULL NULL NULL NULL NULL NULL NULL NULL
20091217 3639.0 17-12-2009 NULL NULL NULL NULL 0.2 NULL 0.5684210526315789 NULL NULL NULL NULL NULL NULL NULL NULL
20091218 3640.0 18-12-2009 NULL NULL NULL NULL 11.2 NULL 0.5649122807017544 NULL NULL NULL NULL NULL NULL NULL NULL
20091219 3641.0 19-12-2009 NULL NULL NULL NULL 0.0 NULL 0.5614035087719298 NULL NULL NULL NULL NULL NULL NULL NULL
20091220 3642.0 20-12-2009 NULL NULL NULL NULL 30.6 NULL 0.5578947368421052 NULL NULL NULL NULL NULL NULL NULL NULL
20091221 3643.0 21-12-2009 NULL NULL NULL NULL 24.0 NULL 0.5543859649122806 NULL NULL NULL NULL NULL NULL NULL NULL
20091222 3644.0 22-12-2009 NULL NULL NULL NULL 21.6 NULL 0.5508771929824561 NULL NULL NULL NULL NULL NULL NULL NULL
20091223 3645.0 23-12-2009 NULL NULL NULL NULL 46.4 NULL 0.5473684210526315 NULL NULL NULL NULL NULL NULL NULL NULL
20091224 3646.0 24-12-2009 NULL NULL NULL NULL 26.6 NULL 0.543859649122807 NULL NULL NULL NULL NULL NULL NULL NULL
20091225 3647.0 25-12-2009 NULL NULL NULL NULL 13.0 NULL 0.5403508771929825 NULL NULL NULL NULL NULL NULL NULL NULL
20091226 3648.0 26-12-2009 NULL NULL NULL NULL 14.0 NULL 0.5368421052631579 NULL NULL NULL NULL NULL NULL NULL NULL
20091227 3649.0 27-12-2009 NULL NULL NULL NULL 0.2 NULL 0.5333333333333333 NULL NULL NULL NULL NULL NULL NULL NULL
20091228 3650.0 28-12-2009 NULL NULL NULL NULL 19.0 NULL 0.5298245614035088 NULL NULL NULL NULL NULL NULL NULL NULL
20091229 3651.0 29-12-2009 NULL NULL NULL NULL 46.2 NULL 0.5263157894736842 NULL NULL NULL NULL NULL NULL NULL NULL
20091230 3652.0 30-12-2009 NULL NULL NULL NULL 14.2 NULL 0.5228070175438596 NULL NULL NULL NULL NULL NULL NULL NULL
20091231 3653.0 31-12-2009 NULL NULL NULL NULL 9.6 NULL 0.519298245614035 NULL NULL NULL NULL NULL NULL NULL NULL
20100101 3654.0 01-01-2010 NULL NULL NULL NULL 0.2 NULL 0.5157894736842106 NULL NULL NULL NULL NULL NULL NULL NULL
20100102 3655.0 02-01-2010 NULL NULL NULL NULL 0.2 NULL 0.512280701754386 NULL NULL NULL NULL NULL NULL NULL NULL
20100103 3656.0 03-01-2010 NULL NULL NULL NULL 18.8 NULL 0.5087719298245614 NULL NULL NULL NULL NULL NULL NULL NULL
20100104 3657.0 04-01-2010 NULL NULL NULL NULL 48.8 NULL 0.5052631578947369 NULL NULL NULL NULL NULL NULL NULL NULL
20100105 3658.0 05-01-2010 NULL NULL NULL NULL 0.2 NULL 0.5017543859649123 NULL NULL NULL NULL NULL NULL NULL NULL
20100106 3659.0 06-01-2010 NULL NULL NULL NULL 9.8 NULL 0.4982456140350877 NULL NULL NULL NULL NULL NULL NULL NULL
20100107 3660.0 07-01-2010 NULL NULL NULL NULL 3.4 NULL 0.49473684210526314 NULL NULL NULL NULL NULL NULL NULL NULL
20100108 3661.0 08-01-2010 NULL NULL NULL NULL 0.0 NULL 0.49122807017543857 NULL NULL NULL NULL NULL NULL NULL NULL
20100109 3662.0 09-01-2010 NULL NULL NULL NULL 0.0 NULL 0.487719298245614 NULL NULL NULL NULL NULL NULL NULL NULL
20100110 3663.0 10-01-2010 NULL NULL NULL NULL 39.4 NULL 0.4842105263157895 NULL NULL NULL NULL NULL NULL NULL NULL
20100111 3664.0 11-01-2010 NULL NULL NULL NULL 0.8 NULL 0.4807017543859649 NULL NULL NULL NULL NULL NULL NULL NULL
20100112 3665.0 12-01-2010 NULL NULL NULL NULL 8.2 NULL 0.47719298245614034 NULL NULL NULL NULL NULL NULL NULL NULL
20100113 3666.0 13-01-2010 NULL NULL NULL NULL 3.8 NULL 0.4736842105263158 NULL NULL NULL NULL NULL NULL NULL NULL
20100114 3667.0 14-01-2010 NULL NULL NULL NULL 0.0 NULL 0.47017543859649125 NULL NULL NULL NULL NULL NULL NULL NULL
20100115 3668.0 15-01-2010 NULL NULL NULL NULL 0.0 NULL 0.4666666666666667 NULL NULL NULL NULL NULL NULL NULL NULL
20100116 3669.0 16-01-2010 NULL NULL NULL NULL 0.2 NULL 0.4631578947368421 NULL NULL NULL NULL NULL NULL NULL NULL
20100117 3670.0 17-01-2010 NULL NULL NULL NULL 0.0 NULL 0.45964912280701753 NULL NULL NULL NULL NULL NULL NULL NULL
20100118 3671.0 18-01-2010 NULL NULL NULL NULL 1.2 NULL 0.45614035087719296 NULL NULL NULL NULL NULL NULL NULL NULL
20100119 3672.0 19-01-2010 NULL NULL NULL NULL 0.2 NULL 0.4526315789473684 NULL NULL NULL NULL NULL NULL NULL NULL
20100120 3673.0 20-01-2010 NULL NULL NULL NULL 0.2 NULL 0.4491228070175438 NULL NULL NULL NULL NULL NULL NULL NULL
20100121 3674.0 21-01-2010 NULL NULL NULL NULL 0.0 NULL 0.4456140350877193 NULL NULL NULL NULL NULL NULL NULL NULL
20100122 3675.0 22-01-2010 NULL NULL NULL NULL 0.0 NULL 0.4421052631578947 NULL NULL NULL NULL NULL NULL NULL NULL
20100123 3676.0 23-01-2010 NULL NULL NULL NULL 20.0 NULL 0.4385964912280702 NULL NULL NULL NULL NULL NULL NULL NULL
20100124 3677.0 24-01-2010 NULL NULL NULL NULL 0.0 NULL 0.43508771929824563 NULL NULL NULL NULL NULL NULL NULL NULL
20100125 3678.0 25-01-2010 NULL NULL NULL NULL 0.0 NULL 0.43157894736842106 NULL NULL NULL NULL NULL NULL NULL NULL
20100126 3679.0 26-01-2010 NULL NULL NULL NULL 0.6 NULL 0.4280701754385965 NULL NULL NULL NULL NULL NULL NULL NULL
20100127 3680.0 27-01-2010 NULL NULL NULL NULL 0.2 NULL 0.4245614035087719 NULL NULL NULL NULL NULL NULL NULL NULL
20100128 3681.0 28-01-2010 NULL NULL NULL NULL 0.0 NULL 0.42105263157894735 NULL NULL NULL NULL NULL NULL NULL NULL
20100129 3682.0 29-01-2010 NULL NULL NULL NULL 0.0 NULL 0.4175438596491228 NULL NULL NULL NULL NULL NULL NULL NULL
20100130 3683.0 30-01-2010 NULL NULL NULL NULL 0.0 NULL 0.41403508771929826 NULL NULL NULL NULL NULL NULL NULL NULL
20100131 3684.0 31-01-2010 NULL NULL NULL NULL 0.0 NULL 0.4105263157894737 NULL NULL NULL NULL NULL NULL NULL NULL
20100201 3685.0 01-02-2010 NULL NULL NULL NULL 0.2 NULL 0.4070175438596491 NULL NULL NULL NULL NULL NULL NULL NULL
20100202 3686.0 02-02-2010 NULL NULL NULL NULL 0.0 NULL 0.4035087719298246 NULL NULL NULL NULL NULL NULL NULL NULL
20100203 3687.0 03-02-2010 NULL NULL NULL NULL 24.4 NULL 0.4 NULL NULL NULL NULL NULL NULL NULL NULL
20100204 3688.0 04-02-2010 NULL NULL NULL NULL 7.0 NULL 0.39649122807017545 NULL NULL NULL NULL NULL NULL NULL NULL
20100205 3689.0 05-02-2010 NULL NULL NULL NULL 2.6 NULL 0.3929824561403509 NULL NULL NULL NULL NULL NULL NULL NULL
20100206 3690.0 06-02-2010 NULL NULL NULL NULL 0.0 NULL 0.3894736842105263 NULL NULL NULL NULL NULL NULL NULL NULL
